08:14:33 https://letournesolboutiquesante.com:443/favicon.ico  Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/125.0.6422.80 Mobile/15E148 Safari/604.1
08:26:12 https://letournesolboutiquesante.com:443/favicon.ico https://letournesolboutiquesante.com/fr/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0
08:41:43 https://letournesolboutiquesante.com:443/favicon.ico https://letournesolboutiquesante.com/fr/ Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15
8:56:58 AM https://letournesolboutiquesante.com:443/favicon.ico http://letournesolboutiquesante.com/favicon.ico Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36
09:08:59 https://letournesolboutiquesante.com:443/favicon.ico https://letournesolboutiquesante.com/fr/ Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1
09:37:49 https://letournesolboutiquesante.com:443/favicon.ico  Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/125.0.6422.80 Mobile/15E148 Safari/604.1
09:41:21 https://letournesolboutiquesante.com:443/fr/readme.html  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:23 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/blocks.min.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:23 https://letournesolboutiquesante.com:443/fr/wp-admin/css/color-picker-rtl.min.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/js/media-editor.min.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/css/admin-bar.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-admin/css/ie.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/edit-post.min.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/data.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-content/themes/twentyeleven/languages/twentyeleven.pot  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-admin/js/inline-edit-post.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-admin/css/edit.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/dom.min.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/edit-post.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/dom.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/blocks.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-content/themes/twentyten/style.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/css/jquery-ui-dialog.min.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-admin/js/user-profile.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-admin/css/install-rtl.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-admin/css/media.min.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-admin/css/customize-controls.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-content/themes/twentythirteen/style.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/css/admin-bar-rtl.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/css/editor-rtl.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/js/media-audiovideo.min.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/data.min.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/js/mce-view.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-admin/css/wp-admin.min.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-admin/js/nav-menu.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/element.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-admin/js/theme.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/block-editor.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/js/tinymce/plugins/wordpress/plugin.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/element.min.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/block-editor.min.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-admin/css/media-rtl.min.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/format-library.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/css/wp-auth-check.min.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/rich-text.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-admin/css/login-rtl.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/css/buttons-rtl.min.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-admin/js/dashboard.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/rich-text.min.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/css/wp-pointer.min.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/js/media-grid.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/list-reusable-blocks.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/list-reusable-blocks.min.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/nux.min.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-admin/js/color-picker.min.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/js/plupload/handlers.min.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-admin/css/list-tables-rtl.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/js/wp-ajax-response.min.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-admin/css/ie-rtl.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/i18n.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:24 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/annotations.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:25 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/annotations.min.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:25 https://letournesolboutiquesante.com:443/fr/wp-includes/js/media-models.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:25 https://letournesolboutiquesante.com:443/fr/wp-content/themes/twentyfourteen/style.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:25 https://letournesolboutiquesante.com:443/fr/wp-admin/css/edit.min.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:25 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/i18n.min.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:25 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/format-library.min.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:25 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/nux.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:25 https://letournesolboutiquesante.com:443/fr/wp-admin/css/edit-rtl.min.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:25 https://letournesolboutiquesante.com:443/fr/wp-admin/css/wp-admin-rtl.min.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:25 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/keycodes.min.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:25 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/notices.min.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:25 https://letournesolboutiquesante.com:443/fr/wp-admin/css/customize-widgets-rtl.min.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:25 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/date.min.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:25 https://letournesolboutiquesante.com:443/fr/wp-admin/js/tags-box.min.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:25 https://letournesolboutiquesante.com:443/fr/wp-includes/css/wp-auth-check-rtl.min.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:25 https://letournesolboutiquesante.com:443/fr/wp-includes/js/jquery/jquery.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:25 https://letournesolboutiquesante.com:443/fr/wp-admin/css/about-rtl.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:25 https://letournesolboutiquesante.com:443/fr/wp-admin/js/postbox.min.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:25 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/hooks.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:25 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/keycodes.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:25 https://letournesolboutiquesante.com:443/fr/wp-includes/css/buttons-rtl.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:25 https://letournesolboutiquesante.com:443/fr/wp-admin/css/about.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:25 https://letournesolboutiquesante.com:443/fr/wp-admin/css/customize-widgets.min.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:25 https://letournesolboutiquesante.com:443/fr/wp-admin/css/ie.min.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:25 https://letournesolboutiquesante.com:443/fr/wp-admin/css/themes.css  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
09:41:25 https://letournesolboutiquesante.com:443/fr/wp-includes/js/dist/plugins.js  Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0.1) Gecko/20220601 Firefox/99.0.1
11:57:26 https://letournesolboutiquesante.com:443/favicon.ico https://letournesolboutiquesante.com/fr/ Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15
12:03:23 https://letournesolboutiquesante.com:443/.well-known/traffic-advice  Chrome Privacy Preserving Prefetch Proxy
12:45:15 https://letournesolboutiquesante.com:443/favicon.ico https://letournesolboutiquesante.com/fr/ Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36
14:18:37 https://letournesolboutiquesante.com:443/favicon.ico https://letournesolboutiquesante.com/fr/ Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15
2:55:25 PM https://letournesolboutiquesante.com:443/favicon.ico https://letournesolboutiquesante.com/en/ Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.6167.85 Safari/537.36
14:55:32 https://letournesolboutiquesante.com:443/en/sitemap.xml  python-requests/2.28.1
14:55:34 https://letournesolboutiquesante.com:443/en/sitemap_index.xml  python-requests/2.28.1
14:55:35 https://letournesolboutiquesante.com:443/en/sitemap  python-requests/2.28.1
14:55:36 https://letournesolboutiquesante.com:443/en/robots.txt  python-requests/2.28.1
14:57:14 https://letournesolboutiquesante.com:443/favicon.ico https://letournesolboutiquesante.com/fr/ Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/25.0 Chrome/121.0.0.0 Safari/537.36
16:58:39 https://letournesolboutiquesante.com:443/favicon.ico https://letournesolboutiquesante.com/fr/Produit-1768-Lto3-Junior-90-Caps Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1
4:59:29 PM https://letournesolboutiquesante.com:443/wp-includes/wlwmanifest.xml  Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36
4:59:34 PM https://letournesolboutiquesante.com:443/xmlrpc.php?rsd  Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36
4:59:34 PM https://letournesolboutiquesante.com:443/blog/wp-includes/wlwmanifest.xml  Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36
4:59:34 PM https://letournesolboutiquesante.com:443/web/wp-includes/wlwmanifest.xml  Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36
4:59:36 PM https://letournesolboutiquesante.com:443/wordpress/wp-includes/wlwmanifest.xml  Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36
4:59:39 PM https://letournesolboutiquesante.com:443/website/wp-includes/wlwmanifest.xml  Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36
4:59:40 PM https://letournesolboutiquesante.com:443/wp/wp-includes/wlwmanifest.xml  Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36
4:59:40 PM https://letournesolboutiquesante.com:443/news/wp-includes/wlwmanifest.xml  Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36
4:59:42 PM https://letournesolboutiquesante.com:443/2020/wp-includes/wlwmanifest.xml  Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36
4:59:42 PM https://letournesolboutiquesante.com:443/2019/wp-includes/wlwmanifest.xml  Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36
4:59:43 PM https://letournesolboutiquesante.com:443/shop/wp-includes/wlwmanifest.xml  Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36
4:59:44 PM https://letournesolboutiquesante.com:443/wp1/wp-includes/wlwmanifest.xml  Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36
4:59:45 PM https://letournesolboutiquesante.com:443/test/wp-includes/wlwmanifest.xml  Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36
4:59:46 PM https://letournesolboutiquesante.com:443/wp2/wp-includes/wlwmanifest.xml  Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36
4:59:47 PM https://letournesolboutiquesante.com:443/site/wp-includes/wlwmanifest.xml  Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36
4:59:47 PM https://letournesolboutiquesante.com:443/cms/wp-includes/wlwmanifest.xml  Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36
4:59:47 PM https://letournesolboutiquesante.com:443/sito/wp-includes/wlwmanifest.xml  Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36
17:38:21 https://letournesolboutiquesante.com:443/ads.txt  Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36
17:44:55 https://letournesolboutiquesante.com:443/favicon.ico https://letournesolboutiquesante.com/fr/ Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Mobile Safari/537.36
7:25:54 PM https://letournesolboutiquesante.com:443/favicon.ico  Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36
19:53:44 https://letournesolboutiquesante.com:443/.well-known/traffic-advice  Chrome Privacy Preserving Prefetch Proxy
20:41:28 https://letournesolboutiquesante.com:443/favicon.ico  Googlebot-Image/1.0
20:46:45 https://letournesolboutiquesante.com:443/favicon.ico https://letournesolboutiquesante.com/fr/ Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Mobile Safari/537.36
21:10:04 https://letournesolboutiquesante.com:443/favicon.ico  Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/125.0.6422.80 Mobile/15E148 Safari/604.1
9:27:14 PM https://letournesolboutiquesante.com:443/favicon.ico https://letournesolboutiquesante.com/en/ Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1
23:03:58 https://letournesolboutiquesante.com:443/favicon.ico  Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)
23:41:11 https://letournesolboutiquesante.com:443/favicon.ico https://letournesolboutiquesante.com/fr/?fbclid=IwAR1o9mnXkLoYPndsnAHalqL2ypGGAlOHIWI_WpYR0bTxNLUlRZ7aY4gN7_Y Mozilla/5.0 (Linux; Android 14; SM-A536W Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/125.0.6422.133 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/465.0.0.63.83;]
